100000.0,0.004456572003911917,-5.268938352796767E-4
82948.0,0.0016917670284764626,-3.075519525961651E-4
68803.0,0.002782203030012822,-0.001297404240388399
57070.0,0.002207308024390299,-4.3923097898835293E-4
47338.0,7.764455864640098E-4,0.002991279954889919
39266.0,0.007546816231646287,0.005673307775913955
32570.0,0.0027663230226064642,0.008698185969283267
27016.0,0.0031461533272075684,-2.1311794436075043E-4
22409.0,0.002278751260421485,3.1775209777727735E-4
18588.0,0.0023128230537820655,9.015972361785775E-5
15418.0,0.0022179050093805055,7.906202675491506E-6
12789.0,0.002471266327146346,1.0884827169085757E-4
10608.0,0.0023747390151488755,-2.1453834550688302E-4
8799.2,0.0023683911440976766,1.3917943218338084E-6
7298.700000000001,0.002465917618831926,-2.4926058928313174E-4
6054.1,0.0025103694639476105,-3.0779433839479923E-4
5021.700000000001,0.0026220090722649894,-3.316232790026321E-4
4165.400000000001,0.0026736351580730917,-3.6323335064932736E-4
3455.1000000000004,0.0027305515639013964,-3.4440412616438664E-4
2865.9,0.002813781451272133,-3.684389998392725E-4
2377.2000000000003,0.002873134255841876,-3.625787699233637E-4
1971.8000000000002,0.0029338767714219144,-3.617865129124709E-4
1635.6000000000001,0.0029662318129688244,-3.472289874618538E-4
1356.7,0.003033516189970698,-3.4261127917028204E-4
1125.3,0.003084511218488395,-3.323826465006489E-4
933.44,0.003137923241140516,-3.203532205939258E-4
774.26,0.003177973880119558,-2.996777587474148E-4
642.23,0.003213132170448604,-2.848435446977369E-4
532.71,0.0032439092498553353,-2.6440137120090995E-4
441.87,0.003273357918981971,-2.482533848261731E-4
366.52,0.003297466577332619,-2.2997139617956304E-4
304.02,0.003317426234058841,-2.1477571967860705E-4
252.18,0.0033445883265224353,-2.0937969325273605E-4
209.18,0.003354957223396196,-1.9455785325955694E-4
173.51,0.0033730795033302414,-1.8494436823812265E-4
143.92000000000002,0.003396061956991521,-1.7868984818352493E-4
119.38,0.003416718031523965,-1.6765485234161186E-4
99.021,0.003432127432679053,-1.496013755169187E-4
82.135,0.003468656960226049,-1.5723674500319073E-4
68.129,0.0034663616583082025,-1.4104030033489353E-4
56.234,0.003484646610853832,-1.355403594544575E-4
46.416000000000004,0.003488867431896207,-1.3066990206152582E-4
38.312,0.0034995250334277812,-1.2244953884244794E-4
31.623,0.003530061313576445,-1.265618500193101E-4
26.102,0.0035182199227214127,-1.1665245038631152E-4
21.544,0.0035232014484655304,-1.2665856752177188E-4
17.783,0.0035252587728756305,-1.2586262274974795E-4
14.678,0.003543232216991799,-1.3881355862533655E-4
12.115,0.003537616784264328,-1.515823637643571E-4
10.0,0.0035424914655289054,-1.784637006900457E-4
8.254,0.0035592385892359167,-1.9458154565591676E-4
6.8129,0.0035684197111760497,-2.3438781519938883E-4
5.6234,0.003577744702968238,-2.8016544251424874E-4
4.6416,0.0036031011951162925,-3.362785195868417E-4
3.8312000000000004,0.0036469932626855064,-4.1195129623124144E-4
3.1623,0.0037323404200367946,-4.735066193353627E-4
2.6102000000000003,0.003825937740646927,-5.193538148053933E-4
2.1544000000000003,0.003933453428793303,-5.328756529272807E-4
1.7783,0.004051771365039517,-5.182729455521491E-4
1.4678,0.004144055587657456,-4.764005801611E-4
1.2115,0.004228172050731597,-4.4104994249576286E-4
1.0,0.004291767826813305,-3.915971229002022E-4
0.8254,0.004323644439985044,-3.234556523613514E-4
0.6812900000000001,0.0043620785983058885,-2.8969910548475215E-4
0.5623400000000001,0.004405126529421647,-2.404363668509172E-4
0.46416,0.004418462834252544,-2.0046730762992898E-4
0.38312,0.004468337373477127,-1.914699063206578E-4
0.31623,0.004505233949799239,-1.1424401930262914E-4
0.26102000000000003,0.004493162666015017,-7.071580872848594E-5
0.21544000000000002,0.00443358218611495,-9.972963834323602E-5
0.17783000000000002,0.004431172704346382,-8.131893292313026E-5
0.14678000000000002,0.0044123210346400195,-7.585829176630314E-5
0.12115000000000001,0.004395710088826171,-6.731682521088032E-5
0.1,0.00439471061009484,-2.0203504563219506E-5
