1.00000000e+05,1.00310092e+00,-4.23019055e-03
7.94328235e+04,1.00356174e+00,-4.85244711e-03
6.30957344e+04,1.00409127e+00,-5.56547667e-03
5.01187234e+04,1.00469982e+00,-6.38227844e-03
3.98107171e+04,1.00539927e+00,-7.31763555e-03
3.16227766e+04,1.00620333e+00,-8.38833451e-03
2.51188643e+04,1.00712777e+00,-9.61340337e-03
1.99526231e+04,1.00819081e+00,-1.10143668e-02
1.58489319e+04,1.00941347e+00,-1.26155152e-02
1.25892541e+04,1.01082002e+00,-1.44441820e-02
1.00000000e+04,1.01243848e+00,-1.65310224e-02
7.94328235e+03,1.01430125e+00,-1.89102796e-02
6.30957344e+03,1.01644575e+00,-2.16200231e-02
5.01187234e+03,1.01891529e+00,-2.47023333e-02
3.98107171e+03,1.02175990e+00,-2.82034016e-02
3.16227766e+03,1.02503742e+00,-3.21734992e-02
2.51188643e+03,1.02881470e+00,-3.66667598e-02
1.99526231e+03,1.03316885e+00,-4.17406984e-02
1.58489319e+03,1.03818874e+00,-4.74553737e-02
1.25892541e+03,1.04397649e+00,-5.38720769e-02
1.00000000e+03,1.05064904e+00,-6.10514060e-02
7.94328235e+02,1.05833967e+00,-6.90505670e-02
6.30957344e+02,1.06719921e+00,-7.79197261e-02
5.01187234e+02,1.07739686e+00,-8.76972427e-02
3.98107171e+02,1.08912010e+00,-9.84036417e-02
3.16227766e+02,1.10257341e+00,-1.10034261e-01
2.51188643e+02,1.11797503e+00,-1.22550653e-01
1.99526231e+02,1.13555116e+00,-1.35871053e-01
1.58489319e+02,1.15552686e+00,-1.49860560e-01
1.25892541e+02,1.17811302e+00,-1.64322122e-01
1.00000000e+02,1.20348892e+00,-1.78989917e-01
7.94328235e+01,1.23178085e+00,-1.93527172e-01
6.30957344e+01,1.26303779e+00,-2.07530736e-01
5.01187234e+01,1.29720661e+00,-2.20544504e-01
3.98107171e+01,1.33411040e+00,-2.32082960e-01
3.16227766e+01,1.37343456e+00,-2.41664435e-01
2.51188643e+01,1.41472503e+00,-2.48851429e-01
1.99526231e+01,1.45740234e+00,-2.53292967e-01
1.58489319e+01,1.50079186e+00,-2.54762217e-01
1.25892541e+01,1.54416802e+00,-2.53182463e-01
1.00000000e+01,1.58680621e+00,-2.48636158e-01
7.94328235e+00,1.62803459e+00,-2.41355196e-01
6.30957344e+00,1.66727777e+00,-2.31694414e-01
5.01187234e+00,1.70408667e+00,-2.20093668e-01
3.98107171e+00,1.73815178e+00,-2.07035443e-01
3.16227766e+00,1.76930103e+00,-1.93004716e-01
2.51188643e+00,1.79748541e+00,-1.78456012e-01
1.99526231e+00,1.82275715e+00,-1.63790244e-01
1.58489319e+00,1.84524488e+00,-1.49341633e-01
1.25892541e+00,1.86512940e+00,-1.35373428e-01
1.00000000e+00,1.88262238e+00,-1.22080281e-01
7.94328235e-01,1.89794914e+00,-1.09594991e-01
6.30957344e-01,1.91133572e+00,-9.79975732e-02
5.01187234e-01,1.92299993e+00,-8.73250830e-02
3.98107171e-01,1.93314569e+00,-7.75811214e-02
3.16227766e-01,1.94195982e+00,-6.87443932e-02
2.51188643e-01,1.94961085e+00,-6.07760115e-02
1.99526231e-01,1.95624897e+00,-5.36254774e-02
1.58489319e-01,1.96200680e+00,-4.72354039e-02
1.25892541e-01,1.96700075e+00,-4.15451254e-02
1.00000000e-01,1.97133242e+00,-3.64933663e-02
